No;lokasi;kamar_tidur;kamar_mandi;luas_rumah;luas_tanah;harga;jenis_rumah
2680;Beji;4;3;140;188;1850000000;Menengah
2681;Sawangan;4;2;383;383;2000000000;Mewah
2682;Cimanggis;6;5;679;1024;4666600000;Mewah
2683;Beji;2;2;45;72;975000000;Sederhana
2684;Pancoran Mas;2;1;36;50;220000000;Sederhana
2685;Sukmajaya;8;4;330;200;3000000000;Menengah
2686;Cimanggis;3;1;105;192;899000000;Menengah
2687;Cimanggis;3;2;234;222;1800000000;Mewah
2688;Cimanggis;2;2;150;108;1000000000;Menengah
2689;Cipayung;2;1;45;65;280000000;Sederhana
2690;Pancoran Mas;2;1;36;50;155000000;Sederhana
2691;Cinere;3;2;115;103;750000000;Menengah
2692;Tapos;2;1;25;47;375000000;Sederhana
2693;Sukmajaya;3;2;120;128;1000000000;Menengah
2694;Sukmajaya;2;1;40;56;625000000;Sederhana
2695;Sawangan;2;1;30;40;200000000;Sederhana
2696;Cimanggis;3;2;150;105;900000000;Menengah
2697;Beji;2;1;100;85;395000000;Menengah
2698;Sukmajaya;3;2;90;90;700000000;Menengah
2699;Cinere;6;4;351;382;3800000000;Mewah
2700;Tapos;3;2;69;75;687600000;Sederhana
2701;Sukmajaya;2;2;90;90;650000000;Menengah
2702;Cinere;5;3;200;256;3500000000;Mewah
2703;Beji;2;2;90;150;800000000;Menengah
2704;Sawangan;2;1;55;65;650000000;Sederhana
2705;Cipayung;2;1;55;70;330000000;Sederhana
2706;Sawangan;5;3;190;202;1300000000;Mewah
2707;Cimanggis;5;2;200;134;1300000000;Menengah
2708;Pancoran Mas;2;1;75;84;650000000;Menengah
2709;Cimanggis;4;3;105;58;700000000;Sederhana
2710;Limo;3;2;90;147;900000000;Menengah
2711;Pancoran Mas;3;2;55;60;599000000;Sederhana
2712;Cimanggis;4;2;105;60;660000000;Sederhana
2713;Sawangan;2;1;45;5000;400000000;Mewah
2714;Pancoran Mas;2;1;39;75;387000000;Sederhana
2715;Cimanggis;3;2;156;317;1400000000;Mewah
2716;Cimanggis;2;1;42;72;600000000;Sederhana
2717;Cipayung;2;1;36;40;150000000;Sederhana
2718;Cimanggis;2;1;72;72;749000000;Sederhana
2719;Cimanggis;3;2;48;80;550000000;Menengah
2720;Tapos;0;0;21;30;140000000;Sederhana
2721;Sukmajaya;2;2;90;90;650000000;Menengah
2722;Sukmajaya;2;2;90;90;600000000;Menengah
2723;Cinere;5;4;124;120;1594081800;Menengah
2724;Cimanggis;3;2;85;65;785000000;Sederhana
2725;Limo;2;1;50;70;570000000;Sederhana
2726;Cinere;3;3;380;684;2975000000;Mewah
2727;Cinere;3;3;94;74;1550000000;Sederhana
2728;Cipayung;3;2;70;60;265000000;Sederhana
2729;Pancoran Mas;5;3;250;486;5250000000;Mewah
2730;Cimanggis;14;7;1500;1100;7500000000;Mewah
2731;Tapos;2;1;40;66;450000000;Sederhana
2732;Cinere;2;1;40;40;150000000;Sederhana
2733;Cimanggis;3;2;200;342;2700000000;Mewah
2734;Pancoran Mas;3;2;80;72;780000000;Sederhana
2735;Pancoran Mas;2;2;130;147;630000000;Menengah
2736;Tapos;3;2;141;141;600000000;Menengah
2737;Cimanggis;5;2;260;130;1400000000;Menengah
2738;Tapos;2;1;36;106;390000000;Menengah
2739;Cinere;6;3;507;1386;16500000000;Mewah
2740;Pancoran Mas;3;2;140;247;1290000000;Mewah
2741;Sawangan;2;1;39;66;409000000;Sederhana
2742;Sawangan;2;1;36;74;411700974;Sederhana
2743;Pancoran Mas;3;2;300;550;4750000000;Mewah
2744;Sukmajaya;2;1;50;84;450000000;Menengah
2745;Cimanggis;4;2;125;137;1600000000;Menengah
2746;Cinere;2;2;180;250;2000000000;Mewah
2747;Cimanggis;3;3;101.8;112;1818770000;Menengah
2748;Beji;4;3;154;113;1190923194;Menengah
2749;Cimanggis;3;2;300;160;1300000000;Menengah
2750;Cimanggis;3;2;150;75;1100000000;Sederhana
2751;Sawangan;1;1;45;50;185000000;Sederhana
2752;Beji;3;2;55;70;818000000;Sederhana
2753;Sukmajaya;8;7;1030;1195;13000000000;Mewah
2754;Cipayung;2;1;45;60;250000000;Sederhana
2755;Sukmajaya;3;2;125;186;1160000000;Menengah
2756;Cipayung;2;1;36;50;170000000;Sederhana
2757;Pancoran Mas;6;4;360;420;6850000000;Mewah
2758;Cimanggis;4;3;184;120;1450000000;Menengah
2759;Cimanggis;3;3;150;180;1250000000;Menengah
2760;Sukmajaya;2;1;90;96;400000000;Menengah
2761;Sukmajaya;4;3;124;100;1940000000;Menengah
2762;Cilodong;2;1;60;87;565000000;Menengah
2763;Cipayung;2;1;45;60;250000000;Sederhana
2764;Sukmajaya;8;7;1030;1195;13000000000;Mewah
2765;Beji;3;2;55;70;818000000;Sederhana
2766;Sukmajaya;3;2;125;186;1160000000;Menengah
2767;Cimanggis;3;3;75;85;895000000;Menengah
2768;Bojongsari;2;1;42;66;399000000;Sederhana
2769;Sawangan;1;1;45;50;185000000;Sederhana
2770;Cipayung;2;1;40;60;220000000;Sederhana
2771;Pancoran Mas;2;1;30;32;175000000;Sederhana
2772;Cimanggis;3;2;200;521;1400000000;Mewah
2773;Cinere;1;1;300;689;5000000000;Mewah
2774;Beji;3;3;147;122;1850000000;Menengah
2775;Pancoran Mas;0;0;36;60;300000000;Sederhana
2776;Sawangan;2;1;36;75;334000000;Sederhana
2777;Cilodong;2;1;36;72;400000000;Sederhana
2778;Cimanggis;4;3;184;120;1450000000;Menengah
2779;Beji;2;2;121;90;1450000000;Menengah
2780;Cipayung;2;1;36;50;170000000;Sederhana
2781;Pancoran Mas;6;4;360;420;6850000000;Mewah
2782;Beji;4;3;180;200;1800000000;Menengah
2783;Sawangan;2;1;36;60;275000000;Sederhana
2784;Cimanggis;5;2;200;126;1290000000;Menengah
2785;Sukmajaya;3;2;80;140;880000000;Menengah
2786;Cipayung;4;3;150;115;990000000;Menengah
2787;Bojongsari;2;1;45;60;310000000;Sederhana
2788;Pancoran Mas;2;1;36;61;475000000;Sederhana
2789;Sawangan;2;1;40;45;190000000;Sederhana
2790;Cimanggis;3;2;80;37;600000000;Sederhana
2791;Cilodong;3;2;77;140;1000000000;Menengah
2792;Limo;2;1;45;120;520000000;Menengah
2793;Pancoran Mas;3;3;180;100;1100000000;Menengah
2794;Cilodong;2;2;34;77;900350000;Sederhana
2795;Pancoran Mas;3;2;78;78;501000000;Sederhana
2796;Cinere;4;5;348;420;4000000000;Mewah
2797;Cinere;5;5;350;200;2500000000;Menengah
2798;Tapos;2;1;36;70;275000000;Sederhana
2799;Cinere;4;4;145;91;3100000000;Menengah
2800;Pancoran Mas;2;1;55;88;585000000;Menengah
2801;Limo;2;1;45;1000;299000000;Mewah
2802;Cinere;4;4;200;198;2700000000;Menengah
2803;Sukmajaya;4;3;220;110;1200000000;Menengah
2804;Beji;3;2;125;105;1380000000;Menengah
2805;Beji;3;2;42;155;950000000;Menengah
2806;Sukmajaya;6;4;285;180;1900000000;Menengah
2807;Cipayung;2;1;45;45;170000000;Sederhana
2808;Sawangan;2;1;50;65;650000000;Sederhana
2809;Beji;3;3;140;84;900000000;Menengah
2810;Pancoran Mas;2;1;30;50;198000000;Sederhana
2811;Beji;2;1;48;93;640000000;Menengah
2812;Beji;2;1;36;45;575000000;Sederhana
2813;Tapos;4;2;104;117;1000000000;Menengah
2814;Sawangan;3;2;90;95;1200000000;Menengah
2815;Cilodong;2;1;45;84;540000000;Menengah
2816;Cilodong;2;1;36;50;320000000;Sederhana
2817;Pancoran Mas;3;2;80;72;780000000;Sederhana
2818;Tapos;5;2;600;1500;6000000000;Mewah
2819;Pancoran Mas;2;1;50;78;712615000;Sederhana
2820;Cinere;5;3;300;540;5500000000;Mewah
2821;Cinere;5;3;300;540;5500000000;Mewah
2822;Cilodong;2;1;45;72;450000000;Sederhana
2823;Limo;2;1;32;72;490000000;Sederhana
2824;Cilodong;2;1;36;72;420000000;Sederhana
2825;Cinere;3;2;115;115;1400000000;Menengah
2826;Sawangan;2;1;46;90;599750000;Menengah
2827;Cinere;3;2;180;230;3000000000;Mewah
2828;Pancoran Mas;4;3;108;180;1100000000;Menengah
2829;Sawangan;2;1;40;61;285000000;Sederhana
2830;Cinere;2;1;40;40;135000000;Sederhana
2831;Limo;3;1;60;91;650000000;Menengah
2832;Pancoran Mas;2;1;40;50;155000000;Sederhana
2833;Sawangan;3;2;70;84;670000000;Menengah
2834;Cipayung;2;1;40;40;160000000;Sederhana
2835;Pancoran Mas;2;1;54;74;400000000;Sederhana
2836;Beji;3;2;75;60;1162500000;Sederhana
2837;Sawangan;2;1;36;74;400000000;Sederhana
2838;Sukmajaya;3;2;90;135;925000000;Menengah
2839;Tapos;3;2;60;100;600000000;Menengah
2840;Sukmajaya;2;1;80;60;550000000;Sederhana
2841;Cilodong;3;2;70;66;750000000;Sederhana
2842;Cinere;2;1;30;50;235000000;Sederhana
2843;Sawangan;2;1;45;94;610020000;Menengah
2844;Cinere;2;2;60;72;987000000;Sederhana
2845;Tapos;4;3;153;200;950000000;Menengah
2846;Beji;3;3;85;72;1168000000;Sederhana
2847;Cinere;5;3;300;263;2500000000;Mewah
2848;Cipayung;2;1;40;40;150000000;Sederhana
2849;Sawangan;3;2;70;84;650000000;Menengah
2850;Pancoran Mas;2;1;36;72;500000000;Sederhana
2851;Sawangan;5;2;515;847;2900000000;Mewah
2852;Cilodong;2;1;36;70;357000000;Sederhana
2853;Pancoran Mas;4;3;250;150;1375000000;Menengah
2854;Cinere;6;6;300;527;15458000000;Mewah
2855;Cinere;4;5;154;200;1980000000;Menengah
2856;Sukmajaya;3;2;140;91;850000000;Menengah
2857;Limo;3;1;60;75;680000000;Sederhana
2858;Cinere;4;3;200;198;2900000000;Menengah
2859;Cipayung;3;3;90;91;936000000;Menengah
2860;Pancoran Mas;2;1;45;60;300000000;Sederhana
2861;Cipayung;2;1;45;45;170000000;Sederhana
2862;Cinere;4;3;200;250;2700000000;Mewah
2863;Pancoran Mas;2;1;36;69;458000000;Sederhana
2864;Pancoran Mas;2;1;60;90;260000000;Menengah
2865;Sawangan;2;1;50;120;670859000;Menengah
2866;Cinere;3;1;60;65;160000000;Sederhana
2867;Cipayung;2;1;36;50;251000000;Sederhana
2868;Cimanggis;2;2;70;90;930000000;Menengah
2869;Cipayung;2;1;40;60;170000000;Sederhana
2870;Sawangan;2;1;52;125;550000000;Menengah
2871;Pancoran Mas;2;1;36;50;250000000;Sederhana
2872;Cinere;4;4;220;240;2800000000;Mewah
2873;Tapos;2;1;44;66;385000000;Sederhana
2874;Beji;3;3;80;172;1100000000;Menengah
2875;Cimanggis;2;1;42;73;777545000;Sederhana
2876;Cimanggis;2;1;42;1;690000000;Sederhana
2877;Sawangan;2;1;42;72;55000000;Sederhana
2878;Pancoran Mas;3;2;100;155;500000000;Menengah
2879;Sukmajaya;3;3;100;150;1300000000;Menengah
2880;Beji;2;2;77;737;3200000000;Mewah
2881;Pancoran Mas;3;2;100;155;500000000;Menengah
2882;Sukmajaya;3;3;100;150;1300000000;Menengah
2883;Beji;3;3;80;172;1100000000;Menengah
2884;Tapos;2;1;44;66;385000000;Sederhana
2885;Tapos;2;1;36;66;357000000;Sederhana
2886;Cinere;2;1;30;50;299700000;Sederhana
2887;Sawangan;2;1;42;72;55000000;Sederhana
2888;Cinere;3;2;221;422;4900000000;Mewah
2889;Cinere;3;3;200;128;2200000000;Menengah
2890;Cinere;5;5;550;1170;6000000000;Mewah
2891;Beji;3;3;90;60;875000000;Sederhana
2892;Cipayung;2;1;30;60;290000000;Sederhana
2893;Cinere;4;3;800;2010;15000000000;Mewah
2894;Sawangan;2;1;36;60;255000000;Sederhana
2895;Cinere;2;1;61;40;690000000;Sederhana
2896;Cipayung;2;1;36;40;150000000;Sederhana
2897;Cipayung;2;1;52;52;150000000;Sederhana
2898;Cimanggis;3;2;200;521;1500000005;Mewah
2899;Sawangan;0;0;1;1987;2583100000;Mewah
2900;Cipayung;2;2;65;60;400000000;Sederhana
2901;Cipayung;2;1;45;27;1190923194;Sederhana
2902;Cimanggis;2;1;42;70;468000000;Sederhana
2903;Cilodong;7;5;180;220;1450000000;Mewah
2904;Bojongsari;3;2;63;84;625000000;Menengah
2905;Cinere;0;0;150;270;1620000000;Mewah
2906;Cinere;2;1;25;50;188000000;Sederhana
2907;Cinere;4;4;250;448;5000000000;Mewah
2908;Cipayung;2;1;40;50;150000000;Sederhana
2909;Tapos;3;2;94;66;875000000;Sederhana
2910;Cilodong;2;1;45;72;550000000;Sederhana
2911;Bojongsari;3;2;63;84;625000000;Menengah
2912;Beji;5;5;160;158;1900000000;Menengah
2913;Cinere;2;2;130;154;2200000000;Menengah
2914;Cinere;3;2;200;150;2000000000;Menengah
2915;Cimanggis;2;1;30;30;125000000;Sederhana
2916;Cinere;4;3;120;90;1600000000;Menengah
2917;Cinere;4;4;222;180;3861594000;Menengah
2918;Cimanggis;3;2;200;521;1500000005;Mewah
2919;Cipayung;2;2;65;60;400000000;Sederhana
2920;Cipayung;2;1;45;27;1190923194;Sederhana
2921;Cinere;2;1;25;50;188000000;Sederhana
2922;Sawangan;2;1;36;64;275000000;Sederhana
2923;Beji;4;2;70;72;500000000;Sederhana
2924;Cinere;4;3;350;500;3500000000;Mewah
2925;Beji;3;2;80;60;900000000;Sederhana
2926;Cinere;7;3;500;324;2700000000;Mewah
2927;Cilodong;2;1;45;72;550000000;Sederhana
2928;Beji;6;5;600;642;9500000000;Mewah
2929;Cilodong;1;1;24;27;158000000;Sederhana
2930;Cipayung;2;1;65;109;700000000;Menengah
2931;Cipayung;2;1;48;75;255000000;Sederhana
2932;Sawangan;2;2;50;43;435000000;Sederhana
2933;Cimanggis;3;2;144;78;975000000;Sederhana
2934;Pancoran Mas;3;3;114;84;1200000000;Menengah
2935;Cipayung;2;1;73;73;375000000;Sederhana
2936;Cipayung;2;1;40;50;160000000;Sederhana
2937;Sawangan;2;1;36;81;365000000;Menengah
2938;Beji;4;4;200;189;1500000000;Menengah
2939;Cimanggis;2;1;42;82;809630000;Menengah
2940;Cimanggis;2;1;54;120;943000000;Menengah
2941;Sawangan;2;1;36;81;365000000;Menengah
2942;Cipayung;2;1;40;50;160000000;Sederhana
2943;Cipayung;2;1;48;75;255000000;Sederhana
2944;Sawangan;2;2;50;43;435000000;Sederhana
2945;Cipayung;2;1;65;109;700000000;Menengah
2946;Cinere;3;2;55;70;998500000;Sederhana
2947;Bojongsari;3;2;45;87;810000000;Menengah
2948;Sawangan;2;1;135;407;1800000000;Mewah
2949;Cimanggis;3;2;144;78;975000000;Sederhana
2950;Pancoran Mas;4;4;100;200;650000000;Menengah
2951;Pancoran Mas;3;3;114;84;1200000000;Menengah
2952;Cipayung;2;1;73;73;375000000;Sederhana
2953;Cimanggis;4;3;800;1400;21000000000;Mewah
2954;Sawangan;2;2;48;76;375000000;Sederhana
2955;Cilodong;2;1;36;50;288000000;Sederhana
2956;Beji;4;4;250;385;1950000000;Mewah
2957;Beji;3;2;64;64;875000000;Sederhana
2958;Sawangan;2;1;45;74;410000000;Sederhana
2959;Cipayung;2;1;45;66;350000000;Sederhana
2960;Sawangan;2;1;39;63;435000000;Sederhana
2961;Sawangan;4;4;250;814;2300000000;Mewah
2962;Sawangan;2;1;36;72;500000000;Sederhana
2963;Sawangan;2;1;38;83;600000000;Menengah
2964;Sawangan;3;2;63;90;998000000;Menengah
2965;Cimanggis;2;1;42;82;809630000;Menengah
2966;Cipayung;2;1;55;55;160000000;Sederhana
2967;Cinere;3;3;170;220;1500000000;Mewah
2968;Cinere;4;3;165;120;1300000000;Menengah
2969;Cipayung;2;1;36;60;349100000;Sederhana
2970;Cinere;3;2;150;216;2100000000;Mewah
2971;Cipayung;2;1;36;60;349100000;Sederhana
2972;Pancoran Mas;3;2;100;125;1100000000;Menengah
2973;Beji;3;3;90;60;900000000;Sederhana
2974;Cilodong;2;1;36;66;325000000;Sederhana
2975;Cipayung;1;1;36;50;174000000;Sederhana
2976;Cilodong;3;2;120;108;700000000;Menengah
2977;Cinere;3;3;170;220;1500000000;Mewah
2978;Cinere;4;3;165;120;1300000000;Menengah
2979;Cimanggis;4;2;70;120;850000000;Menengah
2980;Cinere;4;3;180;108;2250000000;Menengah
2981;Sawangan;2;1;40;67;400000000;Sederhana
2982;Cinere;2;2;60;50;840000000;Sederhana
2983;Limo;3;2;65;100;540000000;Menengah
2984;Limo;2;1;45;72;365000000;Sederhana
2985;Sukmajaya;3;2;58;58;735000000;Sederhana
2986;Cimanggis;3;2;115;100;1300000000;Menengah
2987;Cimanggis;5;2;135;200;1400000000;Menengah
2988;Cipayung;2;1;40;70;275000000;Sederhana
2989;Cimanggis;4;2;193;278;2400000000;Mewah
2990;Cinere;2;1;36;91;677000000;Menengah
2991;Sawangan;2;1;36;61;373117500;Sederhana
2992;Cinere;4;3;115;105;1350000000;Menengah
2993;Sawangan;2;1;85;105;850000000;Menengah
2994;Pancoran Mas;4;2;97;170;899000000;Menengah
2995;Cipayung;2;1;50;50;160000000;Sederhana
2996;Beji;4;4;130;86;1200000000;Menengah
2997;Sukmajaya;3;2;65;120;1200000000;Menengah
2998;Cinere;3;2;100;172;1350000000;Menengah
2999;Cipayung;2;1;40;40;155000000;Sederhana
3000;Cipayung;2;1;40;60;235000000;Sederhana
